instant,yr,holiday,workingday,atemp,hum,windspeed,cnt,Date,season_2,season_3,season_4,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,weathersit_2,weathersit_3
575,1,0,0,0.697604,0.613333,0.15735,6685,28,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
576,1,0,0,0.667933,0.62375,0.170396,6597,29,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
577,1,0,1,0.684987,0.66875,0.153617,7105,30,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
578,1,0,1,0.662896,0.704167,0.165425,7216,31,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
579,1,0,1,0.667308,0.6775,0.141179,7580,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
580,1,0,1,0.707088,0.659583,0.129354,7261,2,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
581,1,0,1,0.722867,0.6425,0.215792,7175,3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
582,1,0,0,0.751267,0.613333,0.257458,6824,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
583,1,0,0,0.731079,0.6525,0.290421,5464,5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
584,1,0,1,0.710246,0.654167,0.129354,7013,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
585,1,0,1,0.697621,0.70375,0.116908,7273,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
586,1,0,1,0.707717,0.672917,0.1107,7534,8,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
587,1,0,1,0.699508,0.620417,0.1561,7286,9,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
588,1,0,1,0.667942,0.715833,0.238813,5786,10,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
589,1,0,0,0.638267,0.732917,0.206479,6299,11,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
590,1,0,0,0.644579,0.530417,0.122512,6544,12,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
591,1,0,1,0.662254,0.545417,0.136212,6883,13,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
592,1,0,1,0.676779,0.686667,0.169158,6784,14,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
593,1,0,1,0.654037,0.619583,0.169771,7347,15,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
594,1,0,1,0.654688,0.519167,0.141796,7605,16,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
595,1,0,1,0.2424,0.570833,0.231354,7148,17,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
596,1,0,0,0.618071,0.603333,0.177867,7865,18,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
597,1,0,0,0.603554,0.711667,0.08645,4549,19,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
598,1,0,1,0.595967,0.734167,0.129979,6530,20,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
599,1,0,1,0.601025,0.67375,0.0727708,7006,21,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
600,1,0,1,0.621854,0.677083,0.0702833,7375,22,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
601,1,0,1,0.637008,0.635833,0.0845958,7765,23,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
602,1,0,1,0.6471,0.615,0.0721458,7582,24,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
603,1,0,0,0.618696,0.712917,0.244408,6053,25,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
604,1,0,0,0.595996,0.845833,0.228858,5255,26,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
605,1,0,1,0.654688,0.730417,0.128733,6917,27,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
606,1,0,1,0.66605,0.62,0.190925,7040,28,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
607,1,0,1,0.635733,0.552083,0.112562,7697,29,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
608,1,0,1,0.652779,0.590417,0.0771167,7713,30,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
609,1,0,1,0.6894,0.5875,0.168533,7350,31,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
610,1,0,0,0.702654,0.638333,0.113187,6140,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
611,1,0,0,0.649,0.815,0.0640708,5810,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
612,1,1,0,0.661629,0.790833,0.151121,6034,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
613,1,0,1,0.686888,0.755,0.236321,6864,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
614,1,0,1,0.708983,0.74125,0.187808,7112,5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
615,1,0,1,0.655329,0.810417,0.142421,6203,6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
616,1,0,1,0.657204,0.73625,0.171646,7504,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
617,1,0,0,0.611121,0.799167,0.281104,5976,8,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
618,1,0,0,0.578925,0.5475,0.224496,8227,9,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
619,1,0,1,0.565654,0.50375,0.258713,7525,10,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
620,1,0,1,0.554292,0.52,0.0920542,7767,11,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
621,1,0,1,0.570075,0.577083,0.131846,7870,12,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
622,1,0,1,0.579558,0.637083,0.0827208,7804,13,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
623,1,0,1,0.594083,0.6725,0.103863,8009,14,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
624,1,0,0,0.585867,0.501667,0.247521,8714,15,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
625,1,0,0,0.563125,0.57,0.0901833,7333,16,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
626,1,0,1,0.55305,0.734583,0.151742,6869,17,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
627,1,0,1,0.565067,0.8725,0.357587,4073,18,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
628,1,0,1,0.540404,0.536667,0.215175,7591,19,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
629,1,0,1,0.532192,0.618333,0.118167,7720,20,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
630,1,0,1,0.571971,0.66875,0.154229,8167,21,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
631,1,0,0,0.610488,0.646667,0.283583,8395,22,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
632,1,0,0,0.518933,0.467083,0.223258,7907,23,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
633,1,0,1,0.502513,0.492917,0.142404,7436,24,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
634,1,0,1,0.544179,0.57,0.236321,7538,25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
635,1,0,1,0.596613,0.630833,0.2444,7733,26,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
636,1,0,1,0.607975,0.690833,0.134342,7393,27,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
637,1,0,1,0.585863,0.69,0.164179,7415,28,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
638,1,0,0,0.530296,0.542917,0.227604,8555,29,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
639,1,0,0,0.517663,0.583333,0.134958,6889,30,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
640,1,0,1,0.512,0.649167,0.0908042,6778,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
641,1,0,1,0.542333,0.871667,0.104475,4639,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
642,1,0,1,0.599133,0.79375,0.0665458,7572,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
643,1,0,1,0.607975,0.722917,0.117546,7328,4,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
644,1,0,1,0.580187,0.6275,0.10635,8156,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
645,1,0,0,0.538521,0.664167,0.268025,7965,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
646,1,0,0,0.419813,0.708333,0.141162,3510,7,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
647,1,1,0,0.387608,0.709583,0.189679,5478,8,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
648,1,0,1,0.438112,0.761667,0.1903,6392,9,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
649,1,0,1,0.503142,0.630833,0.187821,7691,10,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
650,1,0,1,0.431167,0.463333,0.181596,7570,11,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
651,1,0,1,0.433071,0.539167,0.235092,7282,12,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
652,1,0,0,0.391396,0.494583,0.146142,7109,13,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
653,1,0,0,0.508204,0.640417,0.278612,6639,14,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
654,1,0,1,0.53915,0.7075,0.296037,5875,15,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
655,1,0,1,0.460846,0.558333,0.182221,7534,16,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
656,1,0,1,0.450108,0.692917,0.101371,7461,17,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
657,1,0,1,0.512625,0.728333,0.236937,7509,18,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
658,1,0,1,0.537896,0.815,0.134954,5424,19,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
659,1,0,0,0.472842,0.572917,0.117537,8090,20,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
660,1,0,0,0.456429,0.51,0.166054,6824,21,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
661,1,0,1,0.482942,0.568333,0.0814833,7058,22,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
662,1,0,1,0.530304,0.641667,0.0945458,7466,23,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
663,1,0,1,0.558721,0.63625,0.0727792,7693,24,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
664,1,0,1,0.529688,0.800417,0.124375,7359,25,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
665,1,0,1,0.52275,0.807083,0.132467,7444,26,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
666,1,0,0,0.515133,0.72,0.235692,7852,27,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
667,1,0,0,0.467771,0.694583,0.398008,4459,28,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
668,1,0,1,0.4394,0.88,0.3582,22,29,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
669,1,0,1,0.309909,0.825455,0.213009,1096,30,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
670,1,0,1,0.3611,0.666667,0.166667,5566,31,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
671,1,0,1,0.369942,0.581667,0.157346,5986,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
672,1,0,1,0.356042,0.522083,0.266175,5847,2,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
673,1,0,0,0.323846,0.49125,0.270529,5138,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
674,1,0,0,0.329538,0.532917,0.179108,5107,4,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
675,1,0,1,0.308075,0.494167,0.236325,5259,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
676,1,0,1,0.281567,0.567083,0.173513,5686,6,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
677,1,0,1,0.274621,0.5475,0.304108,5035,7,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
678,1,0,1,0.341891,0.333478,0.347835,5315,8,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
679,1,0,1,0.355413,0.540833,0.214558,5992,9,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
680,1,0,0,0.393937,0.645417,0.0578458,6536,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
681,1,0,0,0.421713,0.659167,0.1275,6852,11,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
682,1,1,0,0.475383,0.741667,0.173517,6269,12,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
683,1,0,1,0.323225,0.662917,0.342046,4094,13,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
684,1,0,1,0.281563,0.552083,0.199625,5495,14,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
685,1,0,1,0.324492,0.620417,0.152987,5445,15,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
686,1,0,1,0.347204,0.524583,0.171025,5698,16,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
687,1,0,0,0.326383,0.545417,0.179729,5629,17,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
688,1,0,0,0.337746,0.692917,0.227612,4669,18,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
689,1,0,1,0.375621,0.623333,0.235067,5499,19,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
690,1,0,1,0.380667,0.685,0.082725,5634,20,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
691,1,0,1,0.364892,0.61375,0.103246,5146,21,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
692,1,1,0,0.350371,0.580417,0.0528708,2425,22,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
693,1,0,1,0.378779,0.56875,0.148021,3910,23,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
694,1,0,0,0.248742,0.404583,0.376871,2277,24,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
695,1,0,0,0.257583,0.468333,0.1505,2424,25,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
696,1,0,1,0.339004,0.535417,0.04665,5087,26,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
697,1,0,1,0.281558,0.786667,0.237562,3959,27,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
698,1,0,1,0.289762,0.50625,0.210821,5260,28,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
699,1,0,1,0.298422,0.555652,0.115522,5323,29,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
700,1,0,1,0.323867,0.649583,0.0584708,5668,30,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
701,1,0,0,0.316904,0.806667,0.0597042,5191,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
702,1,0,0,0.359208,0.823333,0.124379,4649,2,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
703,1,0,1,0.455796,0.7675,0.0827208,6234,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
704,1,0,1,0.469054,0.73375,0.174129,6606,4,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
705,1,0,1,0.428012,0.485,0.324021,5729,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
706,1,0,1,0.258204,0.50875,0.174754,5375,6,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
707,1,0,1,0.321958,0.764167,0.1306,5008,7,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
708,1,0,0,0.389508,0.91125,0.101379,5582,8,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
709,1,0,0,0.390146,0.905417,0.157975,3228,9,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
710,1,0,1,0.435575,0.925,0.190308,5170,10,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
711,1,0,1,0.338363,0.596667,0.296037,5501,11,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
712,1,0,1,0.297338,0.538333,0.162937,5319,12,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
713,1,0,1,0.294188,0.485833,0.174129,5532,13,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
714,1,0,1,0.294192,0.642917,0.131229,5611,14,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
715,1,0,0,0.338383,0.650417,0.10635,5047,15,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
716,1,0,0,0.369938,0.83875,0.100742,3786,16,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
717,1,0,1,0.4015,0.907083,0.0982583,4585,17,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
718,1,0,1,0.409708,0.66625,0.221404,5557,18,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
719,1,0,1,0.342162,0.625417,0.184092,5267,19,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
720,1,0,1,0.335217,0.667917,0.132463,4128,20,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
721,1,0,1,0.301767,0.556667,0.374383,3623,21,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
722,1,0,0,0.236113,0.44125,0.407346,1749,22,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
723,1,0,0,0.259471,0.515417,0.133083,1787,23,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
724,1,0,1,0.2589,0.791304,0.0772304,920,24,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
725,1,1,0,0.294465,0.734783,0.168726,1013,25,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
726,1,0,1,0.220333,0.823333,0.316546,441,26,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
727,1,0,1,0.226642,0.652917,0.350133,2114,27,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
728,1,0,1,0.255046,0.59,0.155471,3095,28,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
729,1,0,0,0.2424,0.752917,0.124383,1341,29,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
730,1,0,0,0.2317,0.483333,0.350754,1796,30,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
731,1,0,1,0.223487,0.5775,0.154846,2729,31,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
